 0.413864 0.112626
 -0.581718 -2.36718
 -0.575833 -2.37737
 0.408903 0.121219
 19.2257 0.674023
 18.7 0.706244
 15.4 0.706244
 15.4 -0.378928
 19.2301 0.680834
 24.812 -3.21197
 24.8762 -3.10067
 240 -2.94209e-15
 0.408553 0.10774
 0.403241 0.102854
 0.396921 0.09704
 0.388302 0.0891108
 0.376287 0.0780571
 0.359264 0.062396
 0.334806 0.0398905
 0.299197 0.00711508
 0.246678 -0.0412465
 0.168124 -0.113462
 0.0621033 -0.211412
 -0.0418413 -0.311564
 -0.142482 -0.415035
 -0.239674 -0.521759
 -0.333344 -0.631582
 -0.42322 -0.744533
 -0.509035 -0.860601
 -0.590404 -0.979828
 -0.666822 -1.10229
 -0.737619 -1.22809
 -0.801879 -1.35734
 -0.858356 -1.49017
 -0.905217 -1.62669
 -0.939844 -1.76698
 -0.957599 -1.91011
 -0.952101 -2.05456
 -0.913825 -2.19489
 -0.83297 -2.30098
 -0.756473 -2.34952
 -0.699418 -2.36934
 -0.668154 -2.37473
 -0.652401 -2.37581
 -0.637482 -2.37573
 -0.623157 -2.37458
 -0.608895 -2.37252
 -0.595297 -2.36998
 -0.589683 -2.38144
 -0.603534 -2.38552
 -0.617386 -2.38959
 -0.63124 -2.39365
 -0.645096 -2.3977
 -0.662759 -2.40285
 -0.691776 -2.41125
 -0.74388 -2.42607
 -0.842652 -2.45289
 -0.982998 -2.48668
 -1.12475 -2.51402
 -1.26788 -2.5329
 -1.41215 -2.53976
 -1.556 -2.52771
 -1.66752 -2.49725
 -1.73657 -2.46286
 -1.77491 -2.4345
 -1.80237 -2.40749
 -1.82568 -2.37777
 -1.84464 -2.34573
 -1.85912 -2.31191
 -1.86932 -2.27691
 -1.87541 -2.24119
 -1.87763 -2.20507
 -1.8764 -2.16886
 -1.87217 -2.13286
 -1.8654 -2.0973
 -1.85638 -2.0623
 -1.84523 -2.02739
 -1.83206 -1.99245
 -1.81707 -1.95753
 -1.80038 -1.92265
 -1.77954 -1.8832
 -1.74756 -1.82855
 -1.69609 -1.75005
 -1.60985 -1.63463
 -1.51712 -1.52399
 -1.42 -1.41718
 -1.31968 -1.31339
 -1.21672 -1.21216
 -1.11163 -1.1131
 -1.00492 -1.01578
 -0.896977 -0.919883
 -0.787942 -0.825275
 -0.677919 -0.731838
 -0.567012 -0.639458
 -0.455328 -0.548021
 -0.342962 -0.457421
 -0.229983 -0.367587
 -0.116446 -0.278456
 -0.00240168 -0.189976
 0.112134 -0.102134
 0.215628 -0.0236178
 0.279078 0.0241276
 0.320546 0.0551988
 0.348237 0.0759079
 0.367127 0.0900227
 0.381051 0.100423
 0.390335 0.107355
 0.396524 0.111976
 0.402714 0.116598
 0.405808 0.118908
